"FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","RANK","FILE_MODEL","NUM_CLUSTERS","VIS","BURIED"
"bdld3_41_x6","model_2",0.06,89.67,0.6849,0.5902,0.5651,97,88,2,"bdld3_41_x6_model_2",2,"CANDIDATE_low",0
"bdld3_41_x6","model_3",6.78,75,0.2374,0.0254,6e-04,15,10,3,"bdld3_41_x6_model_3",6,"none",0
"bdld3_41_x6","model_4",0.9,76.03,0.2324,0.1835,0.0217,43,28,4,"bdld3_41_x6_model_4",6,"linear",0
"bdld3_41_x6","model_1",4.98,78.36,0.2261,0,0,0,0,5,"bdld3_41_x6_model_1",6,"none",0
"bdld3_42_x6","model_3",0.08,94.56,0.8915,0.771,0.7824,93,99,1,"bdld3_42_x6_model_3",3,"CANDIDATE_low",0
"bdld3_42_x6","model_1",0.04,93.3,0.8159,0.6891,0.7036,77,81,2,"bdld3_42_x6_model_1",3,"CANDIDATE_low",0
"bdld3_42_x6","model_2",0.1,91.01,0.742,0.6049,0.6344,80,88,3,"bdld3_42_x6_model_2",2,"CANDIDATE_low",0
"bdld3_42_x6","model_4",0.03,94.8,0.7339,0.5495,0.6786,70,80,4,"bdld3_42_x6_model_4",1,"linear",0
"bdld3_42_x6","model_5",0.08,91.72,0.6531,0.4876,0.6139,65,74,5,"bdld3_42_x6_model_5",1,"linear",0
"bdld3_43_x6","model_1",0.09,92.27,0.8319,0.719,0.7022,93,92,1,"bdld3_43_x6_model_1",1,"CANDIDATE_low",5
"bdld3_43_x6","model_3",0.07,88.56,0.7567,0.6462,0.6345,102,111,2,"bdld3_43_x6_model_3",1,"CANDIDATE_low",7
"bdld3_43_x6","model_5",0.05,85.21,0.4633,0.3585,0.3772,69,79,3,"bdld3_43_x6_model_5",1,"linear",5
"bdld3_43_x6","model_2",1.31,78.96,0.3899,0.3469,0.168,51,40,4,"bdld3_43_x6_model_2",6,"CANDIDATE_low",0
"bdld3_43_x6","model_4",0.82,74.17,0.2153,0.0014,0,2,1,5,"bdld3_43_x6_model_4",6,"none",0
"bdld3_44_x6","model_1",0.08,92.94,0.8743,0.7484,0.7778,97,97,1,"bdld3_44_x6_model_1",2,"CANDIDATE_low",2
"bdld3_44_x6","model_5",0.05,89.91,0.7303,0.5563,0.6652,86,79,2,"bdld3_44_x6_model_5",1,"linear",5
"bdld3_44_x6","model_2",0.29,81.15,0.5592,0.509,0.4245,84,69,3,"bdld3_44_x6_model_2",5,"CANDIDATE_low",2
"bdld3_44_x6","model_3",0.4,88.59,0.5454,0.2657,0.3709,41,38,4,"bdld3_44_x6_model_3",6,"linear",0
"bdld3_44_x6","model_4",1.62,76.82,0.2167,0.003,0,4,2,5,"bdld3_44_x6_model_4",6,"none",0
"bdld3_45_x6","model_3",0.09,85.86,0.6939,0.5993,0.5818,88,111,1,"bdld3_45_x6_model_3",1,"CANDIDATE_low",4
"bdld3_45_x6","model_2",0.07,87.49,0.6669,0.5533,0.5022,95,108,2,"bdld3_45_x6_model_2",1,"CANDIDATE_low",3
"bdld3_45_x6","model_1",0.09,86.2,0.6422,0.548,0.5159,81,88,3,"bdld3_45_x6_model_1",2,"CANDIDATE_low",2
"bdld3_45_x6","model_4",0.09,83.59,0.4112,0.3358,0.418,87,88,4,"bdld3_45_x6_model_4",1,"linear",5
"bdld3_45_x6","model_5",0.06,81.87,0.3767,0.2715,0.2867,71,74,5,"bdld3_45_x6_model_5",1,"linear",5
"bdld3_46_x6","model_1",0.07,89.68,0.7689,0.6634,0.6602,105,122,1,"bdld3_46_x6_model_1",1,"CANDIDATE_low",6
"bdld3_46_x6","model_2",0.07,86.2,0.6465,0.5429,0.5128,106,116,2,"bdld3_46_x6_model_2",1,"CANDIDATE_low",3
"bdld3_46_x6","model_3",0.58,76.43,0.3706,0.2879,0.1974,52,43,3,"bdld3_46_x6_model_3",5,"CANDIDATE_low",0
"bdld3_46_x6","model_5",0.33,78.5,0.3013,0.2467,0.1295,40,27,4,"bdld3_46_x6_model_5",6,"linear",2
"bdld3_46_x6","model_4",0.36,74.37,0.2557,0.0321,0.0041,17,9,5,"bdld3_46_x6_model_4",6,"none",0
"bdld3_47_x6","model_1",0.05,86.33,0.5407,0.3923,0.4827,77,72,1,"bdld3_47_x6_model_1",1,"linear",5
"bdld3_47_x6","model_4",0.06,81.31,0.358,0.2635,0.296,65,62,2,"bdld3_47_x6_model_4",1,"linear",5
"bdld3_47_x6","model_3",0.07,77.7,0.2962,0.025,0.0105,20,15,3,"bdld3_47_x6_model_3",6,"none",0
"bdld3_47_x6","model_5",0.08,74.27,0.2625,0.1752,0.0365,29,20,4,"bdld3_47_x6_model_5",6,"linear",1
"bdld3_47_x6","model_2",19.22,74.1,0.2333,0.0014,0,2,1,5,"bdld3_47_x6_model_2",6,"none",0
"bdld3_48_x6","model_3",0.08,81.92,0.6027,0.5145,0.4605,91,83,1,"bdld3_48_x6_model_3",4,"CANDIDATE_low",3
"bdld3_48_x6","model_4",2.18,72.35,0.2277,0.0145,1e-04,9,6,2,"bdld3_48_x6_model_4",6,"none",0
"bdld3_48_x6","model_5",0.81,75.3,0.2263,0.0054,1e-04,6,3,3,"bdld3_48_x6_model_5",6,"none",0
"bdld3_48_x6","model_1",0.59,74.95,0.224,0.0119,1e-04,8,4,4,"bdld3_48_x6_model_1",6,"none",0
"bdld3_48_x6","model_2",1.56,66.78,0.2149,0.0242,2e-04,12,8,5,"bdld3_48_x6_model_2",6,"none",0
"bdld3_49_x6","model_1",0.08,86.02,0.6333,0.5003,0.4752,96,92,1,"bdld3_49_x6_model_1",2,"CANDIDATE_low",5
"bdld3_49_x6","model_5",0.08,84.21,0.5689,0.4719,0.4375,92,88,2,"bdld3_49_x6_model_5",2,"CANDIDATE_low",6
"bdld3_49_x6","model_3",0.09,77.39,0.3997,0.2971,0.209,70,62,3,"bdld3_49_x6_model_3",6,"CANDIDATE_low",4
"bdld3_49_x6","model_2",15.06,75.03,0.226,0.0033,0,4,2,4,"bdld3_49_x6_model_2",6,"none",0
"bdld3_49_x6","model_4",1.57,75.47,0.2219,0.0292,3e-04,14,8,5,"bdld3_49_x6_model_4",6,"none",0
"bdld3_50_x6","model_4",0.09,91.75,0.6783,0.4969,0.6293,79,76,1,"bdld3_50_x6_model_4",1,"linear",5
"bdld3_50_x6","model_2",0.09,88.13,0.673,0.5355,0.5053,106,110,2,"bdld3_50_x6_model_2",1,"CANDIDATE_low",6
"bdld3_50_x6","model_5",0.09,89.56,0.6277,0.4947,0.6082,90,94,3,"bdld3_50_x6_model_5",1,"linear",5
"bdld3_50_x6","model_3",0.05,84.11,0.5938,0.4798,0.5001,93,99,4,"bdld3_50_x6_model_3",1,"linear",5
"bdld3_50_x6","model_1",0.08,86.35,0.4577,0.3612,0.3967,89,90,5,"bdld3_50_x6_model_1",1,"linear",5
"bdld3_51_x6","model_2",0.09,90.02,0.7466,0.665,0.637,105,117,1,"bdld3_51_x6_model_2",1,"CANDIDATE_low",3
"bdld3_51_x6","model_5",1.22,90.71,0.6359,0.4455,0.537,65,74,2,"bdld3_51_x6_model_5",1,"linear",3
"bdld3_51_x6","model_3",0.09,90.5,0.5949,0.3152,0.4293,53,57,3,"bdld3_51_x6_model_3",2,"linear",0
"bdld3_51_x6","model_1",0.1,87.37,0.4274,0.2239,0.243,41,35,4,"bdld3_51_x6_model_1",6,"linear",0
"bdld3_51_x6","model_4",0.08,80.79,0.3958,0.2763,0.2072,61,58,5,"bdld3_51_x6_model_4",6,"CANDIDATE_low",0
"bdld3_52_x6","model_1",0.07,94.88,0.7554,0.4844,0.6088,66,61,1,"bdld3_52_x6_model_1",1,"linear",5
"bdld3_52_x6","model_3",0.58,79.27,0.3635,0.2643,0.3058,71,59,2,"bdld3_52_x6_model_3",2,"CANDIDATE_low",4
"bdld3_52_x6","model_2",0.36,79.05,0.3351,0.1934,0.0913,37,23,3,"bdld3_52_x6_model_2",6,"CANDIDATE_low",1
"bdld3_52_x6","model_4",0.09,83.59,0.3225,0.2047,0.2135,60,46,4,"bdld3_52_x6_model_4",4,"linear",3
"bdld3_52_x6","model_5",1.49,79.44,0.2171,0,0,0,0,5,"bdld3_52_x6_model_5",6,"none",0
"bdld3_53_x6","model_3",0.44,77.92,0.2481,0.1246,0.0135,27,21,1,"bdld3_53_x6_model_3",6,"none",0
"bdld3_53_x6","model_5",3.1,78.48,0.23,0.0079,1e-04,5,3,2,"bdld3_53_x6_model_5",6,"none",0
"bdld3_53_x6","model_1",2.97,80.06,0.2261,0.0071,1e-04,5,3,3,"bdld3_53_x6_model_1",6,"none",0
"bdld3_53_x6","model_4",18.12,77.98,0.2231,0.0095,1e-04,8,5,4,"bdld3_53_x6_model_4",6,"none",0
"bdld3_53_x6","model_2",39.5,77.09,0.2181,0,0,0,0,5,"bdld3_53_x6_model_2",6,"none",0
"bdld3_54_x6","model_2",0.08,88.55,0.7102,0.5934,0.5879,83,81,1,"bdld3_54_x6_model_2",4,"CANDIDATE_low",4
"bdld3_54_x6","model_1",0.08,88.5,0.6953,0.5917,0.5768,70,73,2,"bdld3_54_x6_model_1",4,"CANDIDATE_low",2
"bdld3_54_x6","model_5",0.09,87.44,0.5501,0.3937,0.49,67,59,3,"bdld3_54_x6_model_5",1,"linear",5
"bdld3_54_x6","model_4",5.12,77.22,0.3011,0.2417,0.3844,76,68,4,"bdld3_54_x6_model_4",3,"linear",3
"bdld3_54_x6","model_3",0.29,76.98,0.2798,0.1543,0.0644,31,24,5,"bdld3_54_x6_model_3",6,"linear",1
"bdld3_55_x6","model_1",0.07,90.79,0.8027,0.714,0.6971,96,116,1,"bdld3_55_x6_model_1",1,"CANDIDATE_low",7
"bdld3_55_x6","model_3",0.06,87.18,0.7678,0.6695,0.6579,106,121,2,"bdld3_55_x6_model_3",1,"CANDIDATE_low",7
"bdld3_55_x6","model_2",0.09,89.77,0.7285,0.642,0.6128,108,120,3,"bdld3_55_x6_model_2",1,"CANDIDATE_low",4
"bdld3_55_x6","model_4",0.05,86.07,0.4768,0.3994,0.5098,98,105,4,"bdld3_55_x6_model_4",1,"linear",5
"bdld3_55_x6","model_5",0.09,79.94,0.3617,0.2711,0.2506,66,69,5,"bdld3_55_x6_model_5",1,"linear",5
"bdld3_56_x6","model_4",0.08,86.37,0.4914,0.4081,0.5363,100,103,1,"bdld3_56_x6_model_4",1,"linear",5
"bdld3_56_x6","model_2",0.06,78.5,0.4125,0.3256,0.2181,72,65,2,"bdld3_56_x6_model_2",5,"CANDIDATE_low",3
"bdld3_56_x6","model_3",0.07,78.37,0.4072,0.3304,0.2796,70,70,3,"bdld3_56_x6_model_3",3,"CANDIDATE_low",3
"bdld3_56_x6","model_5",0.1,80.9,0.3748,0.2781,0.2698,67,72,4,"bdld3_56_x6_model_5",1,"linear",5
"bdld3_56_x6","model_1",0.17,78.09,0.3562,0.3081,0.1442,43,38,5,"bdld3_56_x6_model_1",4,"linear",1
"bdld3_57_x6","model_5",0.85,38.27,0.3686,0.3782,0.4662,183,275,1,"bdld3_57_x6_model_5",1,"OTHER",6
"bdld3_57_x6","model_4",0.63,36.82,0.2679,0.2348,0.193,190,249,2,"bdld3_57_x6_model_4",1,"circular",6
"bdld3_57_x6","model_1",0.71,35.98,0.2595,0.2327,0.1987,169,215,3,"bdld3_57_x6_model_1",1,"circular",6
"bdld3_57_x6","model_2",2.1,32.78,0.238,0.2376,0.1638,126,135,4,"bdld3_57_x6_model_2",1,"circular",6
"bdld3_57_x6","model_3",2.86,31.65,0.1897,0.1174,0.0333,63,42,5,"bdld3_57_x6_model_3",5,"none",1
"bdld3_58_x6","model_1",0.71,45.73,0.2712,0.2033,0.1805,155,134,1,"bdld3_58_x6_model_1",1,"OTHER",6
"bdld3_58_x6","model_2",5.63,43.21,0.2421,0.2178,0.1,163,179,2,"bdld3_58_x6_model_2",1,"OTHER",5
"bdld3_58_x6","model_4",0.6,39.51,0.223,0.1873,0.1378,141,128,3,"bdld3_58_x6_model_4",1,"circular",6
"bdld3_58_x6","model_3",2.19,37.08,0.2172,0.1689,0.1129,180,155,4,"bdld3_58_x6_model_3",1,"circular",6
"bdld3_58_x6","model_5",1.77,35.66,0.2144,0.1869,0.121,159,148,5,"bdld3_58_x6_model_5",1,"OTHER",7
"bdld3_59_x6","model_4",1.44,59.98,0.3036,0.2595,0.6383,143,163,1,"bdld3_59_x6_model_4",3,"OTHER",3
"bdld3_59_x6","model_3",0.39,50.89,0.2931,0.2639,0.6074,167,185,2,"bdld3_59_x6_model_3",2,"OTHER",4
"bdld3_59_x6","model_5",0.81,35.8,0.2394,0.2375,0.4142,255,391,3,"bdld3_59_x6_model_5",1,"OTHER",5
"bdld3_59_x6","model_1",1.09,39.82,0.2311,0.227,0.4694,267,415,4,"bdld3_59_x6_model_1",2,"OTHER",3
"bdld3_59_x6","model_2",2.65,33.1,0.2191,0.2328,0.4034,220,359,5,"bdld3_59_x6_model_2",2,"OTHER",4
"bdld3_60_x6","model_3",1.41,75.65,0.2819,0.114,0.0132,25,19,1,"bdld3_60_x6_model_3",6,"none",0
"bdld3_60_x6","model_5",2.85,75.7,0.252,0.2085,0.04,32,26,2,"bdld3_60_x6_model_5",6,"linear",1
"bdld3_60_x6","model_2",2,75.72,0.2267,0.0307,2e-04,10,8,3,"bdld3_60_x6_model_2",6,"none",0
"bdld3_60_x6","model_1",1.09,76.27,0.2203,0.011,1e-04,6,4,4,"bdld3_60_x6_model_1",6,"none",0
"bdld3_60_x6","model_4",7.28,78.26,0.2164,0,0,0,0,5,"bdld3_60_x6_model_4",6,"none",0
"bdld3_61_x6","model_5",0.09,93.36,0.7641,0.5824,0.7143,85,82,1,"bdld3_61_x6_model_5",1,"linear",5
"bdld3_61_x6","model_4",0.08,92.83,0.7448,0.5687,0.6983,83,80,2,"bdld3_61_x6_model_4",1,"linear",5
"bdld3_61_x6","model_1",0.06,90.98,0.7291,0.6009,0.6731,85,86,3,"bdld3_61_x6_model_1",1,"CANDIDATE_low",5
"bdld3_61_x6","model_2",0.09,89.69,0.7167,0.6314,0.6629,103,110,4,"bdld3_61_x6_model_2",2,"CANDIDATE_low",5
"bdld3_61_x6","model_3",0.1,89.74,0.6258,0.4839,0.6204,83,83,5,"bdld3_61_x6_model_3",1,"linear",5
"bdld3_62_x6","model_5",0.07,85.24,0.7282,0.624,0.6054,103,115,1,"bdld3_62_x6_model_5",1,"CANDIDATE_low",6
"bdld3_62_x6","model_1",0.1,85.23,0.6895,0.6242,0.6041,98,103,2,"bdld3_62_x6_model_1",1,"CANDIDATE_low",6
"bdld3_62_x6","model_2",0.08,84.84,0.6472,0.5672,0.5386,107,106,3,"bdld3_62_x6_model_2",1,"CANDIDATE_low",4
"bdld3_62_x6","model_3",0.9,69.53,0.2232,0.0517,0.0014,22,12,4,"bdld3_62_x6_model_3",6,"none",0
"bdld3_62_x6","model_4",2.92,69.52,0.2192,0,0,0,0,5,"bdld3_62_x6_model_4",6,"none",0
"bdld3_63_x6","model_4",0.08,97.04,0.8369,0.66,0.7604,79,83,1,"bdld3_63_x6_model_4",1,"linear",5
"bdld3_63_x6","model_1",0.05,96.95,0.8251,0.655,0.766,80,80,2,"bdld3_63_x6_model_1",1,"linear",5
"bdld3_63_x6","model_3",0.05,96.07,0.7777,0.6002,0.7175,75,77,3,"bdld3_63_x6_model_3",1,"linear",5
"bdld3_63_x6","model_5",0.05,91.53,0.7145,0.4825,0.5481,78,88,4,"bdld3_63_x6_model_5",1,"linear",6
"bdld3_63_x6","model_2",0.1,84.08,0.359,0.2279,0.2116,67,63,5,"bdld3_63_x6_model_2",5,"linear",0
"bdld3_64_x6","model_3",0.06,94.31,0.8966,0.7671,0.7702,95,111,1,"bdld3_64_x6_model_3",3,"CANDIDATE_low",3
"bdld3_64_x6","model_1",0.09,89.51,0.7573,0.641,0.6197,82,86,2,"bdld3_64_x6_model_1",3,"CANDIDATE_low",3
"bdld3_64_x6","model_4",0.08,89.48,0.5586,0.4296,0.5315,85,92,3,"bdld3_64_x6_model_4",1,"linear",5
"bdld3_64_x6","model_5",0.08,82.94,0.4828,0.4135,0.4134,79,83,4,"bdld3_64_x6_model_5",2,"linear",4
"bdld3_64_x6","model_2",0.2,80.85,0.3109,0.2548,0.1786,78,64,5,"bdld3_64_x6_model_2",2,"linear",5
"bdld3_65_x6","model_1",0.06,90.86,0.8012,0.7141,0.676,105,122,1,"bdld3_65_x6_model_1",1,"CANDIDATE_low",5
"bdld3_65_x6","model_3",0.08,87.64,0.7717,0.6753,0.6237,104,119,2,"bdld3_65_x6_model_3",1,"CANDIDATE_low",6
"bdld3_65_x6","model_2",0.09,82.74,0.5467,0.4696,0.4031,95,102,3,"bdld3_65_x6_model_2",2,"CANDIDATE_low",4
"bdld3_65_x6","model_5",0.36,77.39,0.2825,0.2437,0.0893,46,36,4,"bdld3_65_x6_model_5",5,"linear",2
"bdld3_65_x6","model_4",0.06,76.31,0.2732,0.2072,0.1428,61,55,5,"bdld3_65_x6_model_4",4,"linear",4
"bdld3_66_x6","model_3",0.6,66.45,0.2709,0.1756,0.0457,73,69,1,"bdld3_66_x6_model_3",3,"OTHER",3
"bdld3_66_x6","model_4",0.57,65.1,0.2483,0.1121,0.0064,26,18,2,"bdld3_66_x6_model_4",6,"OTHER",0
"bdld3_66_x6","model_2",0.95,65.82,0.2397,0.142,0.0084,31,22,3,"bdld3_66_x6_model_2",6,"none",0
"bdld3_66_x6","model_1",1.57,64.88,0.23,0.0496,0.0014,19,13,4,"bdld3_66_x6_model_1",6,"none",0
"bdld3_66_x6","model_5",1.8,61.05,0.2261,0.1891,0.0162,42,32,5,"bdld3_66_x6_model_5",4,"linear",2
"bdld3_67_x6","model_1",0.07,89.47,0.8132,0.704,0.7097,103,105,1,"bdld3_67_x6_model_1",2,"CANDIDATE_low",4
"bdld3_67_x6","model_3",0.08,82.53,0.5627,0.4799,0.5338,84,81,2,"bdld3_67_x6_model_3",2,"CANDIDATE_low",4
"bdld3_67_x6","model_5",0.1,83.19,0.475,0.3663,0.435,84,91,3,"bdld3_67_x6_model_5",1,"linear",5
"bdld3_67_x6","model_2",1.25,76.33,0.3656,0.2861,0.18,51,39,4,"bdld3_67_x6_model_2",5,"CANDIDATE_low",1
"bdld3_67_x6","model_4",0.1,81.8,0.3655,0.2742,0.3111,70,67,5,"bdld3_67_x6_model_4",1,"linear",5
"bdld3_68_x6","model_5",0.07,94.81,0.7986,0.566,0.6889,75,75,1,"bdld3_68_x6_model_5",1,"linear",5
"bdld3_68_x6","model_3",3.26,82.28,0.4526,0.3728,0.258,68,63,2,"bdld3_68_x6_model_3",3,"linear",2
"bdld3_68_x6","model_1",2.61,70.56,0.2431,0.0818,0.0061,25,14,3,"bdld3_68_x6_model_1",6,"none",0
"bdld3_68_x6","model_4",1.09,66.81,0.2429,0.1453,0.0301,37,29,4,"bdld3_68_x6_model_4",5,"OTHER",0
"bdld3_68_x6","model_2",13.68,73.47,0.2257,0.0034,0,4,2,5,"bdld3_68_x6_model_2",6,"none",0
"bdld3_69_x6","model_1",0.07,93.96,0.8283,0.6566,0.6559,73,76,1,"bdld3_69_x6_model_1",3,"CANDIDATE_low",3
"bdld3_69_x6","model_3",0.06,90.71,0.5447,0.234,0.3228,35,35,2,"bdld3_69_x6_model_3",6,"linear",0
"bdld3_69_x6","model_5",0.04,86.7,0.4768,0.352,0.3897,59,67,3,"bdld3_69_x6_model_5",1,"linear",4
"bdld3_69_x6","model_2",5.02,79.77,0.3346,0.2301,0.0728,36,25,4,"bdld3_69_x6_model_2",6,"CANDIDATE_low",0
"bdld3_69_x6","model_4",1.53,79.98,0.2169,0,0,0,0,5,"bdld3_69_x6_model_4",6,"none",0
"bdld3_70_x6","model_5",0.06,94.58,0.7822,0.6234,0.7108,92,87,1,"bdld3_70_x6_model_5",1,"linear",5
"bdld3_70_x6","model_1",0.1,91.04,0.6559,0.517,0.5965,93,88,2,"bdld3_70_x6_model_1",1,"linear",5
"bdld3_70_x6","model_3",1.09,73.42,0.2759,0.1917,0.0707,47,37,3,"bdld3_70_x6_model_3",6,"linear",0
"bdld3_70_x6","model_4",0.42,73.56,0.2207,0,0,0,0,4,"bdld3_70_x6_model_4",6,"none",0
"bdld3_70_x6","model_2",8.34,77.7,0.2148,0.0033,0,4,2,5,"bdld3_70_x6_model_2",6,"none",0
"bdld3_71_x6","model_3",0.06,91.42,0.8343,0.6826,0.7004,109,104,1,"bdld3_71_x6_model_3",1,"CANDIDATE_low",7
"bdld3_71_x6","model_2",0.06,89.55,0.7286,0.6156,0.6034,106,98,2,"bdld3_71_x6_model_2",1,"CANDIDATE_low",4
"bdld3_71_x6","model_5",0.1,89.97,0.6041,0.4585,0.5235,78,77,3,"bdld3_71_x6_model_5",1,"linear",5
"bdld3_71_x6","model_1",0.09,85.13,0.4881,0.4184,0.3539,85,82,4,"bdld3_71_x6_model_1",1,"CANDIDATE_low",4
"bdld3_71_x6","model_4",1.74,78.41,0.2163,0,0,0,0,5,"bdld3_71_x6_model_4",6,"none",0
"bdld3_72_x6","model_1",0.09,87.5,0.5096,0.165,0.2169,30,34,1,"bdld3_72_x6_model_1",6,"linear",0
"bdld3_72_x6","model_3",0.29,88.38,0.478,0.219,0.2699,45,45,2,"bdld3_72_x6_model_3",6,"linear",0
"bdld3_72_x6","model_2",0.09,82.29,0.4601,0.3531,0.2703,68,52,3,"bdld3_72_x6_model_2",6,"CANDIDATE_low",0
"bdld3_72_x6","model_5",0.09,78.9,0.3431,0.2621,0.2529,84,77,4,"bdld3_72_x6_model_5",1,"linear",5
"bdld3_72_x6","model_4",0.82,75.68,0.2207,0,0,0,0,5,"bdld3_72_x6_model_4",6,"none",0
"bdld3_73_x6","model_1",0.06,91.14,0.8077,0.7223,0.7205,111,121,1,"bdld3_73_x6_model_1",1,"CANDIDATE_low",5
"bdld3_73_x6","model_3",0.06,84.22,0.6206,0.5425,0.5211,108,114,2,"bdld3_73_x6_model_3",2,"CANDIDATE_low",4
"bdld3_73_x6","model_2",0.07,86.25,0.6019,0.5111,0.4698,99,92,3,"bdld3_73_x6_model_2",2,"CANDIDATE_low",5
"bdld3_73_x6","model_5",0.08,87.09,0.5205,0.4314,0.4934,96,101,4,"bdld3_73_x6_model_5",1,"linear",5
"bdld3_73_x6","model_4",0.1,86.41,0.4386,0.3311,0.4385,88,87,5,"bdld3_73_x6_model_4",1,"linear",5
"bdld3_74_x6","model_2",0.06,88.42,0.7245,0.6028,0.619,114,141,1,"bdld3_74_x6_model_2",1,"CANDIDATE",8
"bdld3_74_x6","model_5",0.05,92.12,0.7187,0.5379,0.6676,88,92,2,"bdld3_74_x6_model_5",1,"linear",5
"bdld3_74_x6","model_4",0.04,91.89,0.6923,0.5113,0.6457,83,91,3,"bdld3_74_x6_model_4",1,"linear",5
"bdld3_74_x6","model_1",0.05,92.02,0.6818,0.3929,0.5578,55,50,4,"bdld3_74_x6_model_1",6,"linear",0
"bdld3_74_x6","model_3",0.07,86.9,0.6773,0.5651,0.6012,94,105,5,"bdld3_74_x6_model_3",1,"CANDIDATE_low",5
"bdld3_75_x6","model_5",0.09,91.45,0.7344,0.577,0.6945,84,104,1,"bdld3_75_x6_model_5",1,"linear",5
"bdld3_75_x6","model_1",0.09,90.73,0.6632,0.4837,0.5793,79,79,2,"bdld3_75_x6_model_1",1,"linear",5
"bdld3_75_x6","model_3",0.08,87.48,0.6276,0.4548,0.5587,70,74,3,"bdld3_75_x6_model_3",1,"linear",5
"bdld3_75_x6","model_4",0.09,85.97,0.5339,0.3906,0.5004,76,91,4,"bdld3_75_x6_model_4",1,"linear",5
"bdld3_75_x6","model_2",0.59,86.7,0.4989,0.3874,0.4788,75,84,5,"bdld3_75_x6_model_2",1,"linear",5
"bdld3_76_x6","model_1",0.06,90.05,0.6256,0.45,0.5164,60,59,1,"bdld3_76_x6_model_1",5,"linear",1
"bdld3_76_x6","model_5",0.06,89.49,0.6015,0.4534,0.554,84,79,2,"bdld3_76_x6_model_5",1,"linear",5
"bdld3_76_x6","model_4",0.09,87.98,0.4481,0.3119,0.4443,66,61,3,"bdld3_76_x6_model_4",1,"linear",0
"bdld3_76_x6","model_2",0.34,79.31,0.3867,0.3025,0.1439,52,37,4,"bdld3_76_x6_model_2",5,"CANDIDATE_low",1
"bdld3_76_x6","model_3",2.24,77.56,0.2716,0.0327,0.0064,18,13,5,"bdld3_76_x6_model_3",6,"none",0
"bdld3_77_x6","model_1",0.1,91.11,0.6768,0.4259,0.5153,58,59,1,"bdld3_77_x6_model_1",2,"linear",0
"bdld3_77_x6","model_2",0.3,87.94,0.6508,0.5295,0.5015,77,84,2,"bdld3_77_x6_model_2",3,"CANDIDATE_low",0
"bdld3_77_x6","model_4",0.05,90.73,0.5593,0.3609,0.4808,60,63,3,"bdld3_77_x6_model_4",1,"linear",0
"bdld3_77_x6","model_3",0.1,79.8,0.4261,0.2996,0.3543,90,85,4,"bdld3_77_x6_model_3",2,"CANDIDATE_low",2
"bdld3_77_x6","model_5",2.29,76.68,0.2267,0.0363,3e-04,13,9,5,"bdld3_77_x6_model_5",6,"none",0
"bdld3_78_x6","model_1",0.09,94.09,0.8642,0.7446,0.761,92,98,1,"bdld3_78_x6_model_1",2,"CANDIDATE_low",4
"bdld3_78_x6","model_5",0.1,91.65,0.6973,0.5603,0.6623,84,89,2,"bdld3_78_x6_model_5",1,"linear",5
"bdld3_78_x6","model_2",0.1,88.47,0.6591,0.5771,0.5689,85,82,3,"bdld3_78_x6_model_2",2,"CANDIDATE_low",4
"bdld3_78_x6","model_4",0.07,88.69,0.5637,0.4643,0.5651,82,92,4,"bdld3_78_x6_model_4",2,"linear",4
"bdld3_78_x6","model_3",0.05,86.54,0.468,0.2019,0.2571,34,27,5,"bdld3_78_x6_model_3",6,"linear",0
"bdld3_79_x6","model_5",0.08,85.9,0.7002,0.6094,0.5983,95,107,1,"bdld3_79_x6_model_5",1,"CANDIDATE_low",4
"bdld3_79_x6","model_2",0.06,87.78,0.6837,0.5719,0.537,97,109,2,"bdld3_79_x6_model_2",1,"CANDIDATE_low",3
"bdld3_79_x6","model_4",0.07,86.68,0.4864,0.4073,0.527,99,102,3,"bdld3_79_x6_model_4",1,"linear",5
"bdld3_79_x6","model_1",0.74,74.48,0.2858,0.254,0.0644,46,35,4,"bdld3_79_x6_model_1",5,"CANDIDATE_low",1
"bdld3_79_x6","model_3",4.34,75.26,0.2519,0.0843,0.0047,23,17,5,"bdld3_79_x6_model_3",6,"none",0
"bdld3_80_x6","model_5",0.06,85.17,0.4793,0.4209,0.5274,93,99,1,"bdld3_80_x6_model_5",1,"linear",5
"bdld3_80_x6","model_3",0.09,73.21,0.3003,0.2264,0.1462,95,74,2,"bdld3_80_x6_model_3",2,"linear",6
"bdld3_80_x6","model_1",0.75,73.11,0.229,0.0049,0,4,2,3,"bdld3_80_x6_model_1",6,"none",0
"bdld3_80_x6","model_2",6.52,65.46,0.227,0.0942,0.0073,28,22,4,"bdld3_80_x6_model_2",6,"none",0
"bdld3_80_x6","model_4",1.75,64.65,0.2253,0.1468,0.0584,65,51,5,"bdld3_80_x6_model_4",4,"OTHER",3
"bdld3_81_x6","model_5",0.08,88.13,0.5543,0.4257,0.5622,91,88,1,"bdld3_81_x6_model_5",1,"linear",5
"bdld3_81_x6","model_3",0.14,86.74,0.5168,0.4152,0.5375,102,102,2,"bdld3_81_x6_model_3",1,"linear",5
"bdld3_81_x6","model_1",0.32,69.72,0.2479,0.1642,0.0924,71,62,3,"bdld3_81_x6_model_1",2,"linear",5
"bdld3_81_x6","model_4",1.38,63.34,0.2382,0.1345,0.076,61,49,4,"bdld3_81_x6_model_4",4,"linear",5
